,world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year
2978,401-500,University of Giessen,34-39,,0.0,0.0,7.2,5.9,30.3,13.8,2010
2979,401-500,University of Granada,8-10,,0.0,0.0,0.0,6.1,36.3,11.2,2010
2980,401-500,University of Greifswald,34-39,,0.0,8.9,7.2,2.6,23.4,11.4,2010
2981,401-500,University of Haifa,7,,0.0,0.0,7.2,6.3,25.8,12.0,2010
2982,401-500,University of Hannover,34-39,,0.0,0.0,7.2,7.3,25.2,11.9,2010
2983,401-500,University of Jyvaskyla,4-6,,0.0,0.0,7.2,6.9,25.6,12.0,2010
2984,401-500,University of Kansas Medical Center,138-154,,0.0,0.0,12.5,6.0,20.2,10.7,2010
2985,401-500,University of KwaZulu-Natal,3,,0.0,0.0,7.2,9.6,27.5,13.1,2010
2986,401-500,University of Lisbon,1-2,,0.0,8.9,0.0,5.7,26.9,12.6,2010
2987,401-500,University of Ljubljana,1,,0.0,0.0,0.0,6.3,35.8,13.4,2010
2988,401-500,University of Milan,14-22,,0.0,0.0,0.0,11.3,26.1,22.4,2010
2989,401-500,University of Nebraska Medical Center,138-154,,0.0,0.0,16.1,5.2,22.8,14.4,2010
2990,401-500,University of Parma,14-22,,0.0,0.0,7.2,7.5,26.4,13.7,2010
2991,401-500,University of Pavia,14-22,,0.0,0.0,0.0,8.1,30.5,15.2,2010
2992,401-500,University of Perugia,14-22,,0.0,0.0,7.2,9.3,28.0,14.7,2010
2993,401-500,University of Porto,1-2,,0.0,0.0,0.0,5.2,36.9,16.3,2010
2994,401-500,University of Quebec,19-23,,0.0,0.0,0.0,8.2,34.6,15.5,2010
2995,401-500,University of Rennes 1,19-22,,0.0,0.0,7.2,10.8,28.7,11.0,2010
2996,401-500,University of Santiago Compostela,8-10,,0.0,0.0,0.0,5.6,32.5,12.3,2010
2997,401-500,University of Sherbrooke,19-23,,0.0,0.0,7.2,11.0,25.1,12.4,2010
2998,401-500,University of Siena,14-22,,0.0,0.0,0.0,8.0,28.3,18.0,2010
2999,401-500,University of Surrey,36-38,,0.0,0.0,7.2,5.0,26.2,15.6,2010
3000,401-500,University of Tasmania,14-17,,0.0,0.0,7.2,10.3,24.9,18.6,2010
3001,401-500,University of Tehran,1,,14.1,0.0,0.0,0.0,36.9,16.7,2010
3002,401-500,University of Versailles,19-22,,0.0,0.0,7.2,12.9,19.0,11.7,2010
3003,401-500,University of Wyoming,138-154,,0.0,0.0,7.2,11.7,22.2,14.8,2010
3004,401-500,University of Zaragoza,8-10,,0.0,0.0,7.2,1.5,31.8,12.2,2010
3005,401-500,Utah State University,138-154,,0.0,0.0,7.2,7.3,23.7,13.7,2010
3006,401-500,Victoria University of Wellington,3-5,,13.1,0.0,0.0,8.9,22.4,16.3,2010
3007,401-500,Vienna University of Technology,7,,0.0,0.0,0.0,10.8,28.9,21.6,2010
3008,401-500,Vrije University Brussel,7,,15.1,0.0,0.0,5.4,26.9,22.2,2010
3009,401-500,Wuhan University,11-22,,0.0,0.0,0.0,2.1,37.4,10.5,2010
3010,401-500,Xiamen University,11-22,,0.0,0.0,0.0,7.5,31.3,11.6,2010
3011,401-500,Xian Jiao Tong University,11-22,,0.0,0.0,0.0,0.0,39.7,14.2,2010
3012,401-500,Yamaguchi University,18-25,,0.0,0.0,16.1,1.5,21.0,15.0,2010
3013,401-500,York University,19-23,,0.0,0.0,0.0,10.8,31.4,11.9,2010
3014,1,Harvard University,1,100.0,100.0,100.0,100.0,100.0,100.0,70.5,2011
3015,2,Stanford University,2,72.6,41.2,78.4,88.4,70.2,70.3,48.6,2011
3016,3,Massachusetts Institute of Technology (MIT),3,72.0,72.8,81.9,67.9,70.6,60.6,63.7,2011
3017,4,"University of California, Berkeley",4,71.9,68.3,79.3,70.0,69.5,69.4,53.1,2011
3018,5,University of Cambridge,1,70.0,87.1,96.7,54.5,54.1,65.1,52.0,2011
3019,6,California Institute of Technology,5,64.7,52.6,68.8,57.3,65.0,46.5,100.0,2011
3020,7,Princeton University,6,61.2,56.7,87.1,62.1,43.8,43.4,64.2,2011
3021,8,Columbia University,7,60.4,69.6,67.4,57.1,50.8,67.5,31.0,2011
3022,9,University of Chicago,8,57.5,65.0,83.9,52.0,40.4,50.9,39.1,2011
3023,10,University of Oxford,2,56.4,55.5,57.6,48.9,49.7,69.5,40.0,2011
3024,11,Yale University,9,54.8,49.6,44.9,59.5,57.4,61.6,35.5,2011
3025,12,"University of California, Los Angeles",10,53.0,30.0,42.6,57.5,53.1,73.6,30.3,2011
3026,13,Cornell University,11,51.5,42.0,51.1,54.5,48.3,56.4,36.9,2011
3027,14,University of Pennsylvania,12,50.4,36.3,34.3,57.7,48.8,67.5,36.5,2011
3028,15,"University of California, San Diego",13,49.5,15.6,35.8,61.2,52.4,65.6,34.5,2011
3029,16,University of Washington,14,48.8,24.3,31.7,55.0,51.9,72.4,27.3,2011
3030,17,"University of California, San Francisco",15,46.7,0.0,40.1,53.5,54.2,62.0,33.9,2011
3031,18,The Johns Hopkins University,16,45.9,43.2,32.1,42.1,47.9,65.6,26.8,2011
3032,19,University of Wisconsin - Madison,17,45.6,35.3,35.4,52.0,39.7,64.2,24.6,2011
3033,20,University College London,3,44.8,32.2,32.1,39.5,46.1,68.0,31.2,2011
3034,21,The University of Tokyo,1,44.6,35.3,14.1,42.1,52.7,75.8,28.3,2011
3035,22,University of Michigan - Ann Arbor,18,44.1,36.7,0.0,60.4,45.0,77.7,25.1,2011
3036,23,Swiss Federal Institute of Technology Zurich,1,43.2,33.8,36.1,36.4,43.6,53.8,46.1,2011
3037,24,"The Imperial College of Science, Technology and Medicine",4,42.6,16.6,37.2,41.5,39.6,62.7,34.5,2011
3038,25,University of Illinois at Urbana-Champaign,19,42.5,34.3,36.5,43.9,38.2,57.0,27.4,2011
3039,26,University of Toronto,1,41.9,22.8,19.2,38.9,40.6,79.5,27.2,2011
3040,27,Kyoto University,2,41.2,33.8,34.7,39.5,35.5,62.2,22.7,2011
3041,28,"University of Minnesota, Twin Cities",20,40.8,30.0,16.2,51.0,36.8,66.4,25.2,2011
3042,29,New York University,21,38.8,32.2,24.4,42.1,39.4,55.4,22.0,2011
3043,30,Northwestern University,22,38.7,17.6,22.1,48.4,37.7,57.8,26.2,2011
3044,31,Washington University in St. Louis,23,38.1,21.2,25.9,38.9,42.6,54.4,25.1,2011
3045,32,University of Colorado at Boulder,24,37.2,14.4,30.7,39.5,42.2,44.8,32.0,2011
3046,33,Rockefeller University,25,37.1,19.5,58.4,28.9,42.5,21.5,37.7,2011
3047,33,"University of California, Santa Barbara",25,37.1,16.6,35.1,42.7,34.8,40.6,36.8,2011
3048,35,Duke University,27,35.1,17.6,0.0,47.0,40.9,62.5,22.0,2011
3049,35,The University of Texas at Austin,27,35.1,18.6,16.6,45.6,31.7,55.2,24.1,2011
3050,37,University of British Columbia,2,34.9,17.6,18.9,32.3,31.8,65.9,23.4,2011
3051,38,The University of Manchester,5,34.8,21.2,33.9,28.0,27.7,56.6,23.8,2011
3052,38,"University of Maryland, College Park",29,34.8,22.0,19.9,41.5,31.0,52.8,25.7,2011
3053,40,University of Paris Sud (Paris 11),1,34.6,32.2,53.9,16.1,20.3,49.0,24.8,2011
3054,41,Pierre and Marie  Curie University - Paris 6,2,34.3,35.4,23.5,25.0,30.1,59.4,21.6,2011
3055,42,University of North Carolina at Chapel Hill,30,34.0,10.2,16.2,39.5,31.8,60.7,23.2,2011
3056,43,University of Copenhagen,1,33.7,25.0,24.1,25.5,26.3,57.8,34.5,2011
3057,44,Karolinska Institute,1,33.5,25.6,27.2,32.3,21.3,50.5,37.3,2011
3058,45,Pennsylvania State University - University Park,31,32.1,11.8,0.0,46.2,36.9,55.5,22.2,2011
3059,46,University of Southern California,32,32.0,0.0,26.7,39.5,26.1,53.2,19.6,2011
3060,47,Technical University Munich,1,31.8,39.9,23.5,25.0,21.9,48.1,31.8,2011
3061,48,"University of California, Davis",33,31.7,0.0,0.0,47.9,33.5,60.2,24.9,2011
3062,48,"University of California, Irvine",33,31.7,0.0,29.3,36.8,25.9,48.7,25.9,2011
3063,48,Utrecht University,1,31.7,26.3,20.9,29.8,29.0,48.2,25.8,2011
3064,51,The University of Texas Southwestern Medical Center at Dallas,35,31.6,21.2,33.1,31.5,29.4,37.8,21.6,2011
3065,52,Vanderbilt University,36,31.3,17.6,29.5,31.5,22.1,50.5,18.4,2011
3066,53,The University of Edinburgh,6,31.2,23.5,16.6,27.0,34.2,50.3,23.5,2011
3067,54,University of Munich,2,30.9,29.4,22.8,16.1,28.2,52.4,31.8,2011
3068,55,Carnegie Mellon University,37,30.6,36.3,32.7,30.6,16.4,33.9,33.5,2011
3069,56,University of Zurich,2,30.5,5.9,26.7,25.5,29.4,50.6,25.6,2011
3070,57,The Hebrew University of Jerusalem,1,30.3,36.7,28.1,25.0,20.0,40.7,29.7,2011
3071,57,University of Pittsburgh,38,30.3,21.2,0.0,42.1,24.2,60.8,18.1,2011
3072,59,"Rutgers, The State University of New Jersey - New Brunswick",39,30.1,11.8,19.9,39.5,26.5,43.3,21.9,2011
3073,60,University of Melbourne,1,30.0,19.5,14.1,25.0,21.1,62.1,26.8,2011
3074,61,Purdue University - West Lafayette,40,29.9,15.6,23.2,29.8,23.8,50.1,20.5,2011
3075,62,University of Heidelberg,3,29.6,15.6,27.0,19.1,24.1,50.4,30.4,2011
3076,63,The Ohio State University - Columbus,41,29.5,14.4,0.0,41.1,26.2,59.7,17.9,2011
3077,64,McGill University,3,29.4,31.1,0.0,32.3,24.2,58.2,24.5,2011
3078,65,Brown University,42,29.2,16.6,13.6,32.3,29.5,42.1,31.7,2011
3079,65,Leiden University,2,29.2,20.4,15.4,28.0,22.6,49.4,32.8,2011
3080,67,Uppsala University,2,29.0,20.4,32.1,14.4,22.4,48.8,25.5,2011
3081,68,King's College London,7,28.9,14.4,23.0,30.6,17.6,50.4,22.8,2011
3082,69,Ecole Normale Superieure - Paris,3,28.7,54.2,24.4,12.5,19.4,27.4,57.2,2011
3083,70,The Australian National University,2,28.6,15.6,12.6,33.9,26.3,43.5,29.2,2011
3084,70,University of Bristol,8,28.6,8.3,17.8,28.4,29.6,45.6,26.7,2011
3085,72,University of Florida,43,28.4,19.5,0.0,37.5,19.7,62.1,17.3,2011
3086,73,University of Geneva,3,28.1,25.0,28.1,20.4,25.6,36.6,26.5,2011
3087,74,University of Helsinki,1,28.0,14.4,17.8,23.9,20.8,51.2,29.4,2011
3088,75,University of Oslo,1,27.9,20.4,33.3,17.7,14.9,47.5,24.1,2011
3089,76,Boston University,44,27.7,13.2,11.5,29.8,25.8,50.7,20.6,2011
3090,77,Moscow State University,1,26.9,47.4,34.1,0.0,10.1,46.9,31.2,2011
3091,78,Arizona State University - Tempe,45,26.7,0.0,19.9,27.0,28.8,44.4,18.5,2011
3092,79,University of Utah,46,26.5,0.0,11.5,30.6,27.6,47.1,23.3,2011
3093,80,University of Arizona,47,26.4,0.0,0.0,29.8,37.1,51.0,20.8,2011
3094,81,Stockholm University,3,26.1,24.3,29.5,16.1,19.1,38.1,23.2,2011
3095,82,Indiana University Bloomington,48,25.9,11.8,22.7,26.0,20.5,40.8,19.5,2011
3096,82,Osaka University,3,25.9,10.2,0.0,27.0,28.2,56.9,16.8,2011
3097,84,University of Rochester,49,25.8,28.2,8.9,27.0,22.8,41.7,21.7,2011
3098,85,University of Nottingham,9,25.7,13.2,19.9,23.9,16.3,48.0,20.2,2011
3099,86,Aarhus University,2,25.4,13.2,22.1,7.2,24.3,49.3,27.9,2011
3100,86,The University of Queensland,3,25.4,14.4,0.0,20.4,24.4,58.1,25.9,2011
3101,86,University of Goettingen,4,25.4,31.1,19.9,16.1,18.9,40.1,25.7,2011
3102,89,Ghent University,1,25.3,5.9,15.4,17.7,16.8,55.2,29.8,2011
3103,89,McMaster University,4,25.3,14.4,18.9,23.9,16.7,45.2,21.9,2011
3104,89,University of Basel,4,25.3,22.0,17.0,23.4,18.0,36.9,33.0,2011
3105,92,Michigan State University,50,25.1,10.2,0.0,36.8,19.5,51.5,17.9,2011
3106,93,Rice University,51,24.8,18.6,21.8,21.7,23.2,29.9,29.4,2011
3107,94,Nagoya University,4,24.7,25.0,14.1,16.1,22.4,44.8,20.4,2011
3108,94,University of Bonn,5,24.7,17.6,19.9,14.4,23.9,40.4,25.1,2011
3109,96,University of Sydney,4,24.5,16.6,0.0,19.1,19.0,60.5,23.6,2011
3110,97,Case Western Reserve University,52,24.4,34.8,11.5,21.7,16.6,40.0,22.3,2011
3111,97,The University of Sheffield,10,24.4,20.4,14.1,21.0,18.7,43.6,21.8,2011
3112,97,Tohoku University,5,24.4,16.6,0.0,21.7,22.1,55.9,21.0,2011
3113,100,Texas A&M University - College Station,53,24.2,0.0,0.0,33.9,19.9,53.8,19.8,2011
3114,100,University of Frankfurt,6,24.2,34.8,8.9,19.1,19.7,39.8,25.4,2011
3115,102-150,Aix-Marseille University,4-6,,15.6,0.0,16.1,22.4,44.3,15.3,2011
3116,102-150,Baylor College of Medicine,54-68,,0.0,0.0,19.1,32.7,40.5,19.6,2011
3117,102-150,Catholic University of Leuven,2-3,,0.0,0.0,22.8,16.3,52.5,24.9,2011
3118,102-150,Catholic University of Louvain,2-3,,11.8,13.6,17.7,11.4,40.7,26.9,2011
3119,102-150,Emory University,54-68,,0.0,0.0,32.3,24.8,50.8,17.7,2011
3120,102-150,Georgia Institute of Technology,54-68,,14.4,0.0,26.0,22.6,43.8,25.2,2011
3121,102-150,Hokkaido University,6-7,,13.2,16.2,16.1,16.5,45.6,15.9,2011
3122,102-150,London School of Economics and Political Science,11-15,,22.8,16.2,16.1,,28.0,25.9,2011
3123,102-150,Lund University,4,,24.3,0.0,25.0,17.2,49.6,20.8,2011
3124,102-150,Mayo Medical School,54-68,,0.0,0.0,25.0,15.1,47.7,25.8,2011
3125,102-150,National Taiwan University,1,,13.2,0.0,17.7,12.7,58.8,19.2,2011
3126,102-150,National University of Singapore,1,,0.0,0.0,10.2,16.3,58.1,28.2,2011
3127,102-150,Oregon State University,54-68,,11.8,0.0,27.0,22.2,33.1,21.6,2011
3128,102-150,Radboud University Nijmegen,3-6,,18.6,0.0,10.2,17.4,49.4,30.3,2011
3129,102-150,Seoul National University,1,,0.0,0.0,7.2,14.5,66.7,21.2,2011
3130,102-150,Swiss Federal Institute of Technology of Lausanne,5,,0.0,0.0,23.9,22.6,39.8,33.0,2011
3131,102-150,Technion-Israel Institute of Technology,2-4,,16.6,23.0,16.1,13.4,36.5,22.8,2011
3132,102-150,Tel Aviv University,2-4,,0.0,0.0,23.9,15.6,49.2,26.2,2011
3133,102-150,The University of Georgia,54-68,,0.0,0.0,27.0,21.1,44.1,18.3,2011
3134,102-150,The University of Western Australia,5,,15.6,14.1,22.8,13.9,42.2,25.7,2011
3135,102-150,Tokyo Institute of Technology,6-7,,14.4,0.0,21.7,21.8,41.3,25.7,2011
3136,102-150,Tufts University,54-68,,16.6,16.6,22.8,15.1,36.7,25.1,2011
3137,102-150,University of Alberta,5-6,,13.2,0.0,21.7,19.4,55.7,20.7,2011
3138,102-150,University of Amsterdam,3-6,,5.9,0.0,19.1,21.1,52.7,26.1,2011
3139,102-150,University of Birmingham,11-15,,21.2,10.9,21.7,16.1,45.8,20.8,2011
3140,102-150,"University of California, Riverside",54-68,,14.4,0.0,27.0,28.6,33.3,26.9,2011
3141,102-150,"University of California, Santa Cruz",54-68,,0.0,0.0,28.9,34.3,29.8,31.2,2011
3142,102-150,University of Delaware,54-68,,11.8,16.2,22.8,12.7,32.3,18.9,2011
3143,102-150,University of Freiburg,7-10,,21.2,20.9,15.3,21.1,37.1,24.0,2011
3144,102-150,University of Groningen,3-6,,0.0,19.9,17.7,16.6,48.9,27.4,2011
3145,102-150,University of Hawaii at Manoa,54-68,,0.0,0.0,26.0,27.5,37.2,18.4,2011
3146,102-150,University of Iowa,54-68,,0.0,0.0,30.6,23.9,45.7,18.0,2011
3147,102-150,University of Leeds,11-15,,19.5,0.0,14.4,21.8,44.3,18.7,2011
3148,102-150,University of Liverpool,11-15,,19.5,15.4,12.5,19.4,40.1,20.6,2011
3149,102-150,University of Massachusetts Amherst,54-68,,15.6,0.0,33.1,16.5,36.2,21.9,2011
3150,102-150,University of Massachusetts Medical School - Worcester,54-68,,0.0,19.9,14.4,28.5,27.1,19.9,2011
3151,102-150,University of Montreal,5-6,,13.2,0.0,14.4,19.0,51.8,20.0,2011
3152,102-150,University of Muenster,7-10,,22.0,15.4,12.5,14.9,35.6,21.3,2011
3153,102-150,University of Paris Diderot (Paris 7),4-6,,15.6,13.8,14.4,22.7,43.2,16.7,2011
3154,102-150,University of Pisa,1-2,,15.6,23.5,16.1,5.2,37.1,17.7,2011
3155,102-150,University of Roma - La Sapienza,1-2,,13.2,15.4,10.2,15.6,49.2,13.5,2011
3156,102-150,University of Sao Paulo,1,,0.0,0.0,10.2,12.5,73.7,14.6,2011
3157,102-150,University of Strasbourg,4-6,,25.0,22.4,17.7,18.4,35.1,18.9,2011
3158,102-150,University of Sussex,11-15,,0.0,22.7,20.4,14.9,27.4,25.3,2011
3159,102-150,University of Tuebingen,7-10,,25.6,0.0,14.4,18.7,41.0,23.4,2011
3160,102-150,University of Virginia,54-68,,0.0,0.0,33.9,27.8,45.5,18.7,2011
3161,102-150,University of Wuerzburg,7-10,,22.0,8.9,22.2,16.1,34.9,22.1,2011
3162,102-150,VU University Amsterdam,3-6,,0.0,0.0,25.0,15.6,51.1,28.0,2011
3163,102-150,Weizmann Institute of Science,2-4,,14.4,16.2,23.9,29.2,28.5,23.5,2011
3164,151-200,Cardiff University,16-19,,0.0,16.2,7.2,20.5,43.7,18.6,2011
3165,151-200,Colorado State University,69-89,,0.0,0.0,29.8,14.3,35.7,19.7,2011
3166,151-200,Dartmouth College,69-89,,20.4,0.0,23.9,19.0,29.9,22.4,2011
3167,151-200,Delft University of Technology,7-9,,13.2,0.0,7.2,20.1,38.9,20.3,2011
3168,151-200,Erasmus University,7-9,,0.0,15.4,21.7,6.0,34.6,25.7,2011
3169,151-200,Florida State University,69-89,,0.0,0.0,19.1,19.0,38.4,18.4,2011
3170,151-200,George Mason University,69-89,,0.0,32.1,10.2,9.4,29.0,17.5,2011
3171,151-200,Iowa State University,69-89,,0.0,0.0,22.8,17.3,42.1,19.5,2011
3172,151-200,Joseph Fourier University (Grenoble 1),7-8,,0.0,15.4,10.2,21.2,38.7,17.4,2011
3173,151-200,Kyushu University,8-9,,0.0,0.0,16.1,18.0,46.5,18.0,2011
3174,151-200,Louisiana State University - Baton Rouge,69-89,,0.0,0.0,19.1,17.2,38.0,15.1,2011
3175,151-200,Monash University,6-7,,0.0,0.0,14.4,18.6,51.7,20.4,2011
3176,151-200,Mount Sinai School of Medicine,69-89,,0.0,0.0,20.4,21.9,37.3,18.8,2011
3177,151-200,National Autonomous University of Mexico,1,,14.4,0.0,7.2,11.4,47.6,23.3,2011
3178,151-200,North Carolina State University - Raleigh,69-89,,0.0,0.0,28.0,13.2,42.2,18.1,2011
3179,151-200,Oregon Health and Science University,69-89,,0.0,0.0,19.1,20.5,35.2,20.4,2011
3180,151-200,State University of New York at Stony Brook,69-89,,0.0,0.0,19.1,23.5,36.4,17.1,2011
3181,151-200,Technical University of Denmark,3,,5.9,12.6,17.7,14.8,36.8,20.9,2011
3182,151-200,The Chinese University of Hong Kong,1,,0.0,14.1,16.1,6.5,43.9,21.7,2011
3183,151-200,The University of Alabama at Birmingham,69-89,,0.0,0.0,16.1,20.0,41.4,15.0,2011
3184,151-200,The University of Calgary,7-8,,0.0,0.0,10.2,17.2,46.2,16.9,2011
3185,151-200,The University of Glasgow,16-19,,8.3,0.0,21.7,17.1,41.9,19.7,2011
3186,151-200,The University of Texas Health Science Center at Houston,69-89,,0.0,15.4,17.7,14.7,31.5,27.2,2011
3187,151-200,The University of Texas M. D. Anderson Cancer Center,69-89,,0.0,0.0,21.7,17.5,43.0,27.4,2011
3188,151-200,Tsinghua University,1,,11.8,0.0,0.0,14.3,56.4,16.1,2011
3189,151-200,University Libre Bruxelles,4,,18.6,18.9,12.5,11.8,31.9,25.1,2011
3190,151-200,University of Bern,6,,14.4,0.0,12.5,21.1,38.7,24.6,2011
3191,151-200,University of Buenos Aires,1,,16.6,25.2,0.0,7.7,36.9,21.6,2011
3192,151-200,University of Hamburg,11-14,,13.2,0.0,17.7,16.4,34.2,19.8,2011
3193,151-200,University of Illinois at Chicago,69-89,,0.0,0.0,28.0,14.2,44.9,17.4,2011
3194,151-200,University of Kansas - Lawrence,69-89,,13.2,0.0,19.1,13.7,39.8,14.8,2011
3195,151-200,University of Kiel,11-14,,11.8,15.4,10.2,12.7,32.2,18.5,2011
3196,151-200,University of Koeln,11-14,,0.0,12.6,7.2,19.3,38.4,20.9,2011
3197,151-200,University of Mainz,11-14,,0.0,8.1,17.7,18.5,37.2,21.2,2011
3198,151-200,"University of Maryland, Baltimore",69-89,,0.0,0.0,23.9,17.0,38.8,17.2,2011
3199,151-200,University of Miami,69-89,,0.0,0.0,23.9,21.1,41.9,15.1,2011
3200,151-200,University of Milan,3-4,,19.5,0.0,18.4,11.7,46.9,18.3,2011
3201,151-200,University of Nebraska - Lincoln,69-89,,19.5,0.0,16.1,15.9,33.7,15.3,2011
3202,151-200,University of New South Wales,6-7,,0.0,0.0,20.4,13.3,53.1,20.7,2011
3203,151-200,University of Padua,3-4,,0.0,0.0,12.5,17.2,49.1,18.2,2011
3204,151-200,University of Paris Descartes (Paris 5),7-8,,13.7,11.9,10.2,17.3,42.6,15.5,2011
3205,151-200,University of Southampton,16-19,,0.0,0.0,20.4,20.1,43.0,21.2,2011
3206,151-200,University of Tennessee - Knoxville,69-89,,11.8,0.0,22.2,18.0,38.5,14.6,2011
3207,151-200,University of Tsukuba,8-9,,0.0,19.9,12.5,9.7,37.1,15.3,2011
3208,151-200,University of Vienna,1,,15.6,0.0,14.4,18.4,37.1,21.2,2011
3209,151-200,University of Wageningen,7-9,,0.0,0.0,28.4,14.3,38.8,29.4,2011
3210,151-200,University of Warwick,16-19,,0.0,0.0,25.5,15.5,36.2,20.0,2011
3211,151-200,University of Waterloo,7-8,,0.0,0.0,19.1,11.7,41.4,20.4,2011
3212,151-200,Virginia Commonwealth University,69-89,,11.8,14.1,17.7,11.6,35.6,14.6,2011
3213,151-200,Virginia Polytechnic Institute and State University,69-89,,13.2,0.0,22.8,14.8,40.2,17.1,2011
3214,201-300,Autonomous University of Madrid,1-4,,0.0,0.0,12.5,14.4,38.0,16.1,2011
3215,201-300,Brandeis University,90-110,,22.0,0.0,7.2,18.8,18.5,23.2,2011
3216,201-300,Chalmers University of Technology,5-8,,0.0,0.0,17.7,11.1,27.5,19.3,2011
3217,201-300,Charles University in Prague,1,,10.2,0.0,0.0,13.4,43.2,18.1,2011
3218,201-300,Claude Bernard University Lyon 1,9-13,,11.8,0.0,0.0,20.8,40.8,13.9,2011
3219,201-300,Complutense University of Madrid,1-4,,22.0,0.0,0.0,9.0,42.8,11.0,2011
3220,201-300,Dalhousie University,9-18,,0.0,0.0,14.4,16.5,34.4,17.4,2011
3221,201-300,Dresden University of Technology,15-23,,0.0,0.0,7.2,11.3,37.2,18.2,2011
3222,201-300,Fudan University,2-7,,0.0,0.0,7.2,12.1,50.0,17.7,2011
3223,201-300,Keio University,10,,0.0,0.0,10.2,14.5,33.4,12.8,2011
3224,201-300,King Saud University,1,,0.0,0.0,33.1,2.1,29.7,10.7,2011
3225,201-300,Korea Advanced Institute of Science and Technology,2-3,,0.0,0.0,7.2,14.8,39.7,27.3,2011
3226,201-300,Lancaster University,20-29,,0.0,0.0,17.7,10.5,28.9,18.6,2011
3227,201-300,Laval University,9-18,,0.0,0.0,16.1,9.6,37.1,15.0,2011
3228,201-300,Macquarie University,8-9,,0.0,0.0,17.7,13.6,28.8,21.5,2011
3229,201-300,Medical University of Vienna,2-3,,10.2,15.4,7.2,8.6,31.6,17.9,2011
3230,201-300,Nanjing University,2-7,,0.0,0.0,0.0,13.0,45.4,15.8,2011
3231,201-300,Nanyang Technological University,2,,0.0,0.0,0.0,7.6,47.7,22.3,2011
3232,201-300,National and Kapodistrian University of Athens,1,,0.0,0.0,12.5,4.1,41.4,20.0,2011
3233,201-300,National Cheng Kung University,2,,0.0,0.0,10.2,2.1,45.2,17.8,2011
3234,201-300,Newcastle University,20-29,,0.0,0.0,14.4,19.0,36.5,17.4,2011
3235,201-300,Norwegian University of Science and Technology,2-3,,15.6,0.0,10.2,13.9,35.3,16.4,2011
3236,201-300,Paul Sabatier University (Toulouse 3),9-13,,0.0,6.3,7.2,18.5,38.6,12.9,2011
3237,201-300,Peking University,2-7,,0.0,0.0,0.0,13.5,58.4,16.6,2011
3238,201-300,Polytechnic Institute of Milan,5-8,,8.3,15.4,0.0,9.0,30.3,14.6,2011
3239,201-300,"Queen Mary, U. of London",20-29,,20.4,0.0,16.1,16.5,28.8,18.8,2011
3240,201-300,Queen's University,9-18,,0.0,0.0,16.1,14.1,35.4,19.2,2011
3241,201-300,Rensselaer Polytechnic Institute,90-110,,14.4,0.0,17.7,9.1,23.3,21.4,2011
3242,201-300,Royal Institute of Technology,5-8,,0.0,15.4,7.2,9.7,35.4,21.6,2011
3243,201-300,RWTH Aachen University,15-23,,0.0,0.0,10.2,10.1,40.2,19.7,2011
3244,201-300,Shanghai Jiao Tong University,2-7,,0.0,0.0,7.2,9.1,55.2,17.0,2011
3245,201-300,Simon Fraser University,9-18,,0.0,0.0,14.4,10.3,33.9,17.4,2011
3246,201-300,State University of Campinas,2,,0.0,0.0,7.2,7.9,43.1,20.5,2011
3247,201-300,State University of New York at Buffalo,90-110,,0.0,0.0,16.1,7.7,38.6,14.6,2011
3248,201-300,Technical University of Berlin,15-23,,18.6,0.0,16.1,6.8,28.9,16.7,2011
3249,201-300,The George Washington University,90-110,,13.2,0.0,12.5,10.6,34.0,15.9,2011
3250,201-300,The Hong Kong Polytechnic University,2-4,,0.0,0.0,14.4,3.4,40.7,18.8,2011
3251,201-300,The Hong Kong University of Science and Technology,2-4,,0.0,0.0,17.7,5.8,30.9,22.2,2011
3252,201-300,The University of Adelaide,8-9,,16.6,0.0,10.2,12.2,38.3,22.3,2011
3253,201-300,The University of Auckland,1-2,,15.6,0.0,10.2,13.8,38.4,18.8,2011
3254,201-300,The University of Connecticut - Storrs,90-110,,13.2,0.0,15.3,11.1,36.0,13.6,2011
3255,201-300,The University of Hong Kong,2-4,,0.0,0.0,14.4,11.1,44.8,20.7,2011
3256,201-300,The University of New Mexico - Albuquerque,90-110,,0.0,0.0,12.5,18.7,34.3,14.4,2011
3257,201-300,The University of Reading,20-29,,0.0,0.0,14.4,16.5,27.9,17.9,2011
