,world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year
2690,151-200,The University of Texas M. D. Anderson Cancer Center,70-89,,0.0,0.0,21.6,15.6,42.8,27.5,2010
2691,151-200,Tsinghua University,1-2,,11.9,0.0,0.0,11.8,57.8,17.0,2010
2692,151-200,University of Bern,6,,14.1,0.0,10.2,20.8,39.1,25.4,2010
2693,151-200,University of Buenos Aires,1,,18.5,25.2,0.0,6.3,37.9,20.9,2010
2694,151-200,University of Delaware,70-89,,11.9,0.0,22.8,13.3,32.8,18.3,2010
2695,151-200,University of Durham,15-19,,0.0,0.0,19.0,18.6,33.3,20.5,2010
2696,151-200,University of Hamburg,11-14,,14.1,0.0,17.6,16.4,34.3,18.8,2010
2697,151-200,University of Illinois at Chicago,70-89,,0.0,0.0,26.9,9.6,46.1,17.6,2010
2698,151-200,University of Kiel,11-14,,13.1,15.4,10.2,12.2,32.9,17.8,2010
2699,151-200,University of Koeln,11-14,,0.0,12.6,7.2,20.8,37.9,19.9,2010
2700,151-200,University of Mainz,11-14,,0.0,8.1,17.6,19.6,38.1,20.6,2010
2701,151-200,"University of Maryland, Baltimore",70-89,,0.0,0.0,22.8,16.5,38.6,17.8,2010
2702,151-200,University of Nebraska - Lincoln,70-89,,19.9,0.0,16.1,14.8,33.4,15.9,2010
2703,151-200,University of New South Wales,6-7,,0.0,0.0,19.0,11.3,52.2,20.9,2010
2704,151-200,University of Padua,4,,0.0,0.0,12.5,18.8,48.8,18.7,2010
2705,151-200,University of Paris Descartes (Paris 5),6-7,,13.7,11.9,10.2,16.5,41.1,15.3,2010
2706,151-200,University of Southampton,15-19,,0.0,0.0,19.0,17.9,42.6,18.2,2010
2707,151-200,University of Tennessee - Knoxville,70-89,,11.9,0.0,21.6,17.0,39.1,14.8,2010
2708,151-200,University of Tsukuba,7-9,,0.0,19.9,12.5,8.7,39.1,20.0,2010
2709,151-200,University of Vienna,1,,17.7,0.0,10.2,19.3,37.3,20.7,2010
2710,151-200,University of Warwick,15-19,,0.0,0.0,24.4,14.8,37.5,20.3,2010
2711,151-200,University of Waterloo,7-8,,0.0,0.0,19.0,10.3,41.7,21.1,2010
2712,151-200,Virginia Commonwealth University,70-89,,11.9,14.1,17.6,9.9,34.2,14.5,2010
2713,151-200,Virginia Polytechnic Institute and State University,70-89,,13.1,0.0,21.6,15.0,40.8,17.4,2010
2714,201-300,Autonomous University of Madrid,1-4,,0.0,0.0,12.5,14.3,38.6,16.6,2010
2715,201-300,Brandeis University,90-111,,21.3,0.0,7.2,18.1,19.8,23.9,2010
2716,201-300,Chalmers University of Technology,5-9,,0.0,0.0,16.1,11.6,28.4,20.6,2010
2717,201-300,Charles University in Prague,1,,13.1,0.0,0.0,12.3,43.1,18.5,2010
2718,201-300,City University of New York City College,90-111,,33.7,0.0,10.2,9.7,18.0,20.2,2010
2719,201-300,Claude Bernard University Lyon 1,8-13,,13.1,0.0,0.0,19.7,40.2,14.0,2010
2720,201-300,Complutense University of Madrid,1-4,,16.9,0.0,0.0,9.0,43.3,11.1,2010
2721,201-300,Dalhousie University,9-18,,0.0,0.0,14.4,15.6,34.5,17.4,2010
2722,201-300,Ecole Polytechnique,8-13,,19.2,0.0,7.2,9.2,28.6,21.2,2010
2723,201-300,Fudan University,3-7,,0.0,0.0,0.0,9.2,48.8,17.4,2010
2724,201-300,Industrial Physics and Chemistry Higher Educational Institution - Paris,8-13,,9.2,18.9,0.0,11.1,16.8,29.0,2010
2725,201-300,Keio University,10,,0.0,0.0,10.2,11.8,35.5,16.9,2010
2726,201-300,Korea Advanced Institute of Science and Technology,2-4,,0.0,0.0,7.2,15.7,40.5,29.7,2010
2727,201-300,Korea University,2-4,,0.0,0.0,0.0,7.0,48.1,19.2,2010
2728,201-300,Lancaster University,20-30,,0.0,0.0,17.6,11.9,28.7,19.7,2010
2729,201-300,Laval University,9-18,,0.0,0.0,16.1,10.6,39.0,16.0,2010
2730,201-300,London School of Economics and Political Science,20-30,,16.9,0.0,16.1,,26.0,24.8,2010
2731,201-300,Macquarie University,8-9,,0.0,0.0,16.1,13.2,29.3,22.1,2010
2732,201-300,Medical University of Vienna,2-3,,11.9,15.4,7.2,7.9,33.0,18.4,2010
2733,201-300,Nanjing University,3-7,,0.0,0.0,0.0,12.2,45.9,16.9,2010
2734,201-300,National and Kapodistrian University of Athens,1,,0.0,0.0,12.5,5.1,42.6,19.5,2010
2735,201-300,National Cheng Kung University,2,,0.0,0.0,10.2,2.1,48.4,19.5,2010
2736,201-300,Newcastle University,20-30,,0.0,0.0,14.4,17.5,36.8,17.2,2010
2737,201-300,Norwegian University of Science and Technology,2-3,,16.0,0.0,10.2,15.1,36.7,17.6,2010
2738,201-300,Paul Sabatier University (Toulouse 3),8-13,,0.0,6.3,0.0,16.9,38.1,12.6,2010
2739,201-300,Polytechnic Institute of Milan,5-8,,9.2,15.4,0.0,7.7,30.4,14.8,2010
2740,201-300,"Queen Mary, U. of London",20-30,,20.6,0.0,16.1,16.9,27.0,17.3,2010
2741,201-300,Queen's University,9-18,,0.0,0.0,16.1,15.3,36.8,20.3,2010
2742,201-300,Queen's University,20-30,,19.9,0.0,0.0,14.8,33.3,16.2,2010
2743,201-300,Rensselaer Polytechnic Institute,90-111,,14.1,0.0,17.6,11.3,25.1,22.8,2010
2744,201-300,Royal Institute of Technology,5-9,,0.0,15.4,0.0,9.2,36.2,22.3,2010
2745,201-300,RWTH Aachen University,15-23,,5.3,0.0,7.2,10.3,39.2,18.1,2010
2746,201-300,Shanghai Jiao Tong University,3-7,,0.0,0.0,0.0,7.2,58.1,18.0,2010
2747,201-300,Simon Fraser University,9-18,,0.0,0.0,14.4,9.2,34.7,18.2,2010
2748,201-300,State University of Campinas,2,,0.0,0.0,7.2,7.8,44.3,19.9,2010
2749,201-300,State University of New York at Buffalo,90-111,,0.0,0.0,16.1,7.5,39.5,15.1,2010
2750,201-300,Swedish University of Agricultural Sciences,5-9,,0.0,0.0,12.5,12.1,28.6,22.7,2010
2751,201-300,Technical University of Berlin,15-23,,19.9,0.0,16.1,7.7,29.4,16.2,2010
2752,201-300,The George Washington University,90-111,,13.1,0.0,12.5,10.8,32.5,16.2,2010
2753,201-300,The Hong Kong Polytechnic University,2-4,,0.0,0.0,14.4,1.5,39.6,18.2,2010
2754,201-300,The Hong Kong University of Science and Technology,2-4,,0.0,0.0,16.1,5.7,32.7,23.6,2010
2755,201-300,The University of Adelaide,8-9,,16.9,0.0,10.2,11.1,37.4,22.7,2010
2756,201-300,The University of Auckland,1-2,,15.1,0.0,10.2,14.4,36.9,18.7,2010
2757,201-300,The University of Hong Kong,2-4,,0.0,0.0,14.4,10.4,43.9,22.0,2010
2758,201-300,The University of New Mexico - Albuquerque,90-111,,0.0,0.0,12.5,18.3,35.8,15.1,2010
2759,201-300,The University of Reading,20-30,,0.0,0.0,14.4,16.3,27.8,18.5,2010
2760,201-300,The University of Texas Health Science Center at San Antonio,90-111,,0.0,0.0,22.8,6.9,30.0,17.7,2010
2761,201-300,Trinity College Dublin,1,,13.1,14.1,7.2,10.5,30.3,16.1,2010
2762,201-300,Umea University,5-9,,0.0,0.0,14.4,12.8,32.9,17.2,2010
2763,201-300,University of Aberdeen,20-30,,0.0,0.0,10.2,15.8,32.9,19.8,2010
2764,201-300,University of Antwerp,5-6,,0.0,0.0,12.5,11.7,34.4,25.8,2010
2765,201-300,University of Barcelona,1-4,,0.0,0.0,7.2,14.0,51.4,15.9,2010
2766,201-300,University of Bergen,2-3,,0.0,0.0,7.2,15.1,36.9,18.4,2010
2767,201-300,University of Bochum,15-23,,0.0,0.0,12.5,12.5,38.9,18.7,2010
2768,201-300,University of Bologna,5-8,,0.0,0.0,10.2,8.6,48.3,15.8,2010
2769,201-300,University of Cape Town,1,,21.3,0.0,10.2,14.2,32.8,17.5,2010
2770,201-300,University of Central Florida,90-111,,0.0,0.0,18.4,9.5,30.1,16.8,2010
2771,201-300,University of Cincinnati,90-111,,0.0,0.0,22.8,10.4,40.2,14.5,2010
2772,201-300,University of Colorado at Denver,90-111,,0.0,0.0,17.6,13.6,41.1,16.4,2010
2773,201-300,University of Duesseldorf,15-23,,13.1,0.0,11.4,12.0,31.4,16.0,2010
2774,201-300,University of East Anglia,20-30,,15.1,0.0,16.1,17.4,28.7,21.1,2010
2775,201-300,University of Erlangen-Nuremberg,15-23,,0.0,0.0,14.4,13.3,40.6,19.7,2010
2776,201-300,University of Florence,5-8,,0.0,0.0,16.1,11.4,39.7,15.8,2010
2777,201-300,University of Gothenburg,5-9,,0.0,15.4,7.2,7.6,39.9,17.1,2010
2778,201-300,University of Guelph,9-18,,0.0,0.0,16.1,14.7,33.4,19.4,2010
2779,201-300,University of Halle-Wittenberg,15-23,,5.3,8.9,7.2,12.2,28.2,14.4,2010
2780,201-300,University of Houston,90-111,,0.0,0.0,20.4,11.1,34.8,19.4,2010
2781,201-300,University of Innsbruck,2-3,,0.0,10.9,7.2,15.1,25.1,23.1,2010
2782,201-300,University of Kansas - Lawrence,90-111,,13.1,0.0,12.5,12.9,33.1,12.6,2010
2783,201-300,University of Kentucky,90-111,,11.9,0.0,7.2,12.1,42.3,14.2,2010
2784,201-300,University of Lausanne,7,,0.0,0.0,12.5,20.7,32.4,19.9,2010
2785,201-300,University of Leicester,20-30,,0.0,0.0,19.0,18.0,33.0,19.9,2010
2786,201-300,University of Leipzig,15-23,,15.1,15.4,0.0,8.7,35.0,17.8,2010
2787,201-300,University of Liege,5-6,,9.2,0.0,10.2,12.4,30.6,23.0,2010
2788,201-300,University of Manitoba,9-18,,0.0,0.0,16.1,8.5,35.6,15.9,2010
2789,201-300,University of Marburg,15-23,,15.1,0.0,14.4,14.6,29.9,16.5,2010
2790,201-300,University of Medicine and Dentistry New Jersey,90-111,,0.0,0.0,22.8,13.1,32.4,15.0,2010
2791,201-300,University of Missouri - Columbia,90-111,,10.7,0.0,7.2,14.3,40.9,14.4,2010
2792,201-300,University of Montpellier 2,8-13,,11.9,0.0,12.5,15.6,32.4,17.5,2010
2793,201-300,University of Notre Dame,90-111,,14.1,0.0,12.5,13.6,30.3,18.0,2010
2794,201-300,University of Oregon,90-111,,11.9,0.0,10.2,20.2,26.4,19.0,2010
2795,201-300,University of Otago,1-2,,0.0,0.0,10.2,8.3,34.1,24.4,2010
2796,201-300,University of Ottawa,9-18,,0.0,0.0,7.2,13.2,41.7,17.8,2010
2797,201-300,University of Saskatchewan,9-18,,10.7,0.0,14.4,6.6,33.8,16.1,2010
2798,201-300,University of Science and Technology of China,3-7,,0.0,0.0,7.2,12.5,44.5,22.9,2010
2799,201-300,University of South Carolina - Columbia,90-111,,0.0,0.0,16.1,11.9,34.9,14.8,2010
2800,201-300,University of South Florida,90-111,,0.0,0.0,12.5,9.8,38.4,14.4,2010
2801,201-300,University of St Andrews,20-30,,11.9,0.0,7.2,21.1,29.8,23.2,2010
2802,201-300,University of Stuttgart,15-23,,20.6,0.0,10.2,13.6,28.1,15.7,2010
2803,201-300,University of the Mediterranean (Aix-Marseille 2),8-13,,0.0,0.0,14.4,17.1,27.6,13.1,2010
2804,201-300,University of Turin,5-8,,18.5,0.0,12.5,9.5,39.7,17.6,2010
2805,201-300,University of Valencia,1-4,,0.0,0.0,7.2,10.1,40.9,13.2,2010
2806,201-300,University of Vermont,90-111,,15.1,0.0,14.4,8.4,27.9,15.3,2010
2807,201-300,University of Victoria,9-18,,0.0,0.0,14.4,11.3,31.1,18.7,2010
2808,201-300,University of York,20-30,,0.0,0.0,17.6,13.0,32.7,19.6,2010
2809,201-300,Washington State University - Pullman,90-111,,0.0,0.0,20.4,13.6,31.3,16.0,2010
2810,201-300,Western University,9-18,,0.0,0.0,8.8,13.5,45.5,18.5,2010
2811,201-300,Yeshiva University,90-111,,0.0,0.0,12.5,16.2,34.6,21.1,2010
2812,201-300,Yonsei University,2-4,,0.0,0.0,7.2,10.6,51.8,18.2,2010
2813,201-300,Zhejiang University,3-7,,0.0,0.0,0.0,8.5,61.9,16.2,2010
2814,301-400,Aristotle University of Thessaloniki,2,,0.0,0.0,7.2,3.5,37.5,16.8,2010
2815,301-400,Autonomous University of Barcelona,5-7,,0.0,0.0,0.0,7.7,42.4,16.2,2010
2816,301-400,Bar-Ilan University,5-6,,0.0,0.0,12.5,9.0,28.0,14.0,2010
2817,301-400,Ben-Gurion University of the Negev,5-6,,0.0,0.0,7.2,10.2,35.8,16.6,2010
2818,301-400,Brigham Young University,112-137,,10.7,0.0,12.5,3.7,26.7,11.8,2010
2819,301-400,City University of Hong Kong,5,,0.0,0.0,12.5,0.0,38.2,22.3,2010
2820,301-400,Clemson University,112-137,,0.0,0.0,12.5,6.0,29.1,14.3,2010
2821,301-400,Technical University Darmstadt,24-33,,16.9,0.0,7.2,7.9,29.3,14.6,2010
2822,301-400,Dresden University of Technology,24-33,,0.0,0.0,7.2,11.0,37.3,17.3,2010
2823,301-400,Drexel University,112-137,,0.0,0.0,7.2,9.6,28.8,14.2,2010
2824,301-400,Eotvos Lorand University,1-2,,16.9,0.0,10.2,9.0,24.2,13.2,2010
2825,301-400,Federal University of Minas Gerais,3-5,,0.0,0.0,7.2,5.8,36.6,16.5,2010
2826,301-400,Federal University of Rio de Janeiro,3-5,,0.0,0.0,0.0,12.3,41.9,19.1,2010
2827,301-400,Flinders University,10-13,,16.9,0.0,7.2,4.0,24.8,19.6,2010
2828,301-400,Georgetown University,112-137,,0.0,0.0,12.5,7.2,33.0,17.6,2010
2829,301-400,Hanyang University,5-7,,0.0,0.0,0.0,6.2,39.7,17.3,2010
2830,301-400,Henri Poincare University (Nancy 1),14-18,,13.1,18.9,0.0,10.1,16.7,10.8,2010
2831,301-400,Hiroshima University,11-17,,0.0,0.0,7.2,11.6,35.1,17.5,2010
2832,301-400,Indian Institute of Science,1,,0.0,0.0,12.5,6.3,34.6,16.3,2010
2833,301-400,Jagiellonian University,1-2,,11.9,0.0,7.2,5.5,31.8,14.9,2010
2834,301-400,James Cook University,10-13,,0.0,0.0,10.2,14.1,24.1,21.8,2010
2835,301-400,Kanazawa University,11-17,,0.0,0.0,10.2,6.9,27.6,17.1,2010
2836,301-400,Kansas State University,112-137,,0.0,0.0,14.4,8.9,29.7,14.0,2010
2837,301-400,King Saud University,1,,0.0,0.0,24.4,0.0,21.2,14.1,2010
2838,301-400,Kobe University,11-17,,0.0,0.0,10.2,12.6,32.8,16.4,2010
2839,301-400,London School of Hygiene and Tropical Medicine,31-35,,9.2,0.0,0.0,5.5,29.7,28.7,2010
2840,301-400,Medical University of Graz,4-6,,0.0,10.9,7.2,3.3,21.4,20.2,2010
2841,301-400,Medical University of Innsbruck,4-6,,0.0,0.0,12.5,5.7,24.6,22.9,2010
2842,301-400,Medical University of South Carolina,112-137,,0.0,0.0,14.4,7.3,30.0,19.5,2010
2843,301-400,Nagasaki University,11-17,,13.1,0.0,10.2,4.1,24.4,17.0,2010
2844,301-400,Nanyang Technological University,2,,0.0,0.0,0.0,6.5,46.5,20.5,2010
2845,301-400,National Chiao Tung University,3-4,,0.0,0.0,7.2,6.4,38.3,20.7,2010
2846,301-400,National Tsing Hua University,3-4,,14.1,0.0,0.0,8.9,35.4,21.2,2010
2847,301-400,Okayama University,11-17,,0.0,0.0,7.2,12.0,33.4,17.8,2010
2848,301-400,Pohang University of Science and Technology,5-7,,0.0,0.0,7.2,9.8,29.3,28.8,2010
2849,301-400,Polytechnic University of Valencia,5-7,,0.0,0.0,7.2,11.5,31.4,15.4,2010
2850,301-400,Saint Louis University,112-137,,0.0,12.6,10.2,4.7,24.4,12.4,2010
2851,301-400,Saint Petersburg State University,2,,26.1,0.0,0.0,4.8,29.6,15.4,2010
2852,301-400,San Diego State University,112-137,,0.0,0.0,14.4,12.3,27.6,16.2,2010
2853,301-400,Sao Paulo State University,3-5,,0.0,0.0,0.0,5.4,43.9,19.3,2010
2854,301-400,Scuola Normale Superiore - Pisa,9-13,,0.0,0.0,14.4,5.7,16.4,44.7,2010
2855,301-400,Shandong University,8-10,,0.0,0.0,0.0,4.0,43.0,12.2,2010
2856,301-400,Sichuan University,8-10,,0.0,0.0,0.0,2.1,46.0,12.6,2010
2857,301-400,State University of New York at Albany,112-137,,0.0,0.0,16.1,5.3,27.3,17.4,2010
2858,301-400,State University of New York Health Science Center at Brooklyn,112-137,,0.0,15.4,10.2,5.8,17.2,17.1,2010
2859,301-400,Stockholm School of Economics,10,,0.0,16.6,0.0,,10.7,39.0,2010
2860,301-400,Sun Yat-sen University,8-10,,0.0,0.0,0.0,3.2,42.3,13.7,2010
2861,301-400,Sungkyunkwan University,5-7,,0.0,0.0,0.0,10.9,43.2,17.2,2010
2862,301-400,Syracuse University,112-137,,0.0,0.0,16.1,8.7,24.7,13.9,2010
2863,301-400,Temple University,112-137,,0.0,0.0,14.4,5.1,30.9,12.5,2010
2864,301-400,Texas Tech University,112-137,,0.0,0.0,10.2,6.6,30.6,14.5,2010
2865,301-400,The Open University,31-35,,0.0,0.0,12.5,13.8,21.7,12.5,2010
2866,301-400,The University of Dundee,31-35,,0.0,0.0,16.1,12.0,27.0,18.1,2010
2867,301-400,The University of Montana - Missoula,112-137,,7.5,0.0,12.5,11.7,17.1,14.9,2010
2868,301-400,The University of Texas at Dallas,112-137,,0.0,0.0,10.2,14.1,25.2,21.2,2010
2869,301-400,The University of Texas Medical Branch at Galveston,112-137,,0.0,0.0,17.6,7.8,25.7,15.4,2010
2870,301-400,Thomas Jefferson University,112-137,,0.0,0.0,16.1,4.7,28.2,27.8,2010
2871,301-400,Tokyo Medical and Dental University,11-17,,0.0,0.0,7.2,13.1,25.4,24.3,2010
2872,301-400,Tulane University,112-137,,0.0,0.0,14.4,10.3,26.5,14.7,2010
2873,301-400,University College Dublin,2,,0.0,0.0,7.2,10.3,35.3,16.4,2010
2874,301-400,University of Alaska - Fairbanks,112-137,,0.0,0.0,14.4,12.9,21.2,16.5,2010
2875,301-400,University of Arkansas at Fayetteville,112-137,,0.0,0.0,10.2,10.6,24.9,13.7,2010
2876,301-400,University of Bath,31-35,,0.0,0.0,10.2,12.4,29.3,17.8,2010
2877,301-400,University of Bielefeld,24-33,,0.0,0.0,14.4,9.6,24.7,13.2,2010
2878,301-400,University of Bordeaux 1,14-18,,7.5,0.0,12.5,13.8,24.5,14.6,2010
2879,301-400,University of Bremen,24-33,,0.0,0.0,0.0,14.5,30.5,14.8,2010
2880,301-400,University of Duisburg-Essen,24-33,,0.0,0.0,7.2,8.8,31.7,14.7,2010
2881,301-400,University of Exeter,31-35,,0.0,0.0,0.0,18.8,28.3,18.4,2010
2882,301-400,University of Genova,9-13,,0.0,0.0,14.4,4.0,32.5,13.7,2010
2883,301-400,University of Graz,4-6,,10.7,12.6,0.0,8.7,20.1,18.9,2010
2884,301-400,University of Jena,24-33,,0.0,0.0,0.0,11.7,35.2,16.2,2010
2885,301-400,University of Karlsruhe,24-33,,5.3,0.0,10.2,12.8,30.9,15.4,2010
2886,301-400,University of Konstanz,24-33,,0.0,0.0,14.4,12.4,23.6,13.2,2010
2887,301-400,University of Maastricht,10-11,,0.0,0.0,0.0,7.8,39.8,22.3,2010
2888,301-400,University of Naples Federico II,9-13,,0.0,0.0,7.2,5.2,42.0,12.5,2010
2889,301-400,University of Nevada - Reno,112-137,,0.0,0.0,10.2,11.8,24.3,13.5,2010
2890,301-400,University of New Hampshire - Durham,112-137,,0.0,0.0,14.4,14.6,21.7,15.4,2010
2891,301-400,University of Newcastle,10-13,,0.0,0.0,10.2,7.6,29.5,20.8,2010
2892,301-400,University of Nice Sophia Antipolis,14-18,,0.0,0.0,7.2,14.2,25.3,11.3,2010
2893,301-400,University of Oklahoma - Norman,112-137,,0.0,0.0,10.2,9.3,29.8,14.3,2010
2894,301-400,University of Oulu,2-3,,13.1,0.0,7.2,7.5,29.7,14.3,2010
2895,301-400,University of Palermo,9-13,,0.0,0.0,12.5,7.3,29.6,12.4,2010
2896,301-400,University of Paris Dauphine (Paris 9),14-18,,0.0,26.7,7.2,0.0,11.8,20.4,2010
2897,301-400,University of Pompeu Fabra,5-7,,0.0,0.0,7.2,11.9,22.8,24.4,2010
2898,301-400,University of Provence (Aix-Marseille 1),14-18,,16.0,0.0,7.2,10.1,22.3,11.3,2010
2899,301-400,University of Regensburg,24-33,,0.0,0.0,7.2,10.1,31.1,14.6,2010
2900,301-400,University of Rhode Island,112-137,,0.0,0.0,20.4,12.1,19.3,16.4,2010
2901,301-400,University of Roma - Tor Vergata,9-13,,0.0,0.0,0.0,9.5,35.0,17.1,2010
2902,301-400,University of Southern Denmark,4,,0.0,0.0,14.4,9.3,31.1,15.5,2010
2903,301-400,University of Szeged,1-2,,0.0,15.4,7.2,6.7,24.1,13.2,2010
2904,301-400,University of the Witwatersrand,2,,21.3,0.0,0.0,9.9,29.6,15.1,2010
2905,301-400,University of Tromso,4,,0.0,0.0,10.2,8.9,25.3,16.3,2010
2906,301-400,University of Turku,2-3,,0.0,0.0,12.5,6.6,33.1,15.7,2010
2907,301-400,University of Twente,10-11,,0.0,0.0,10.2,6.7,28.9,18.4,2010
2908,301-400,University of Ulm,24-33,,0.0,0.0,7.2,9.5,30.8,14.4,2010
2909,301-400,University of Warsaw,1-2,,18.5,0.0,0.0,6.9,33.6,16.0,2010
2910,301-400,University of Wollongong,10-13,,0.0,0.0,12.5,7.3,28.1,19.9,2010
2911,301-400,Wake Forest University,112-137,,0.0,0.0,10.2,7.9,33.5,13.8,2010
2912,301-400,Waseda University,11-17,,0.0,0.0,12.5,10.6,28.8,14.5,2010
2913,301-400,Wayne State University,112-137,,0.0,0.0,7.2,9.8,39.2,13.9,2010
2914,401-500,Aalto University,4-6,,0.0,0.0,0.0,5.7,31.1,13.8,2010
2915,401-500,Auburn University,138-154,,0.0,0.0,7.2,4.2,30.4,13.2,2010
2916,401-500,Boston College,138-154,,0.0,0.0,7.2,10.5,22.7,13.8,2010
2917,401-500,Brunel University,36-38,,0.0,0.0,10.2,1.5,25.1,13.9,2010
2918,401-500,Carleton University,19-23,,0.0,0.0,14.4,0.0,26.3,15.2,2010
2919,401-500,Catholic University of Chile,1-2,,0.0,0.0,7.2,9.8,27.8,13.3,2010
2920,401-500,Catholic University of the Sacred Heart,14-22,,0.0,0.0,7.2,5.8,29.3,14.4,2010
2921,401-500,Chang Gung University,5-7,,0.0,0.0,7.2,2.6,32.3,19.2,2010
2922,401-500,Chiba University,18-25,,0.0,0.0,0.0,8.0,31.1,15.8,2010
2923,401-500,China Agricultural University,11-22,,0.0,0.0,0.0,7.6,36.1,14.9,2010
2924,401-500,Concordia University,19-23,,0.0,0.0,7.2,4.7,25.8,12.7,2010
2925,401-500,Curtin University of Technology,14-17,,0.0,0.0,0.0,12.2,29.5,17.4,2010
2926,401-500,Dalian University of Technology,11-22,,0.0,0.0,0.0,2.1,38.5,16.1,2010
2927,401-500,Ecole National Superieure Mines - Paris,19-22,,16.0,25.2,0.0,3.3,8.7,12.7,2010
2928,401-500,Ecole Normale Superieure - Lyon,19-22,,0.0,0.0,7.2,10.3,20.4,20.4,2010
2929,401-500,Eindhoven University of Technology,12,,0.0,0.0,0.0,6.0,33.5,20.0,2010
2930,401-500,Federal University of Rio Grande do Sul,6,,0.0,0.0,0.0,2.4,39.5,17.3,2010
2931,401-500,Gunma University,18-25,,0.0,0.0,7.2,7.3,22.2,16.5,2010
2932,401-500,Hannover Medical School,34-39,,0.0,0.0,0.0,7.7,31.6,14.2,2010
2933,401-500,Harbin Institute of Technology,11-22,,0.0,0.0,0.0,0.0,44.8,13.5,2010
2934,401-500,Huazhong University of Science and Technology,11-22,,0.0,0.0,0.0,0.0,43.6,13.3,2010
2935,401-500,Indian Institute of Technology Kharagpur,2,,0.0,0.0,7.2,0.0,29.8,13.4,2010
2936,401-500,Indiana University-Purdue University at Indianapolis,138-154,,0.0,0.0,0.0,6.3,39.1,13.0,2010
2937,401-500,Istanbul University,1,,15.1,0.0,0.0,3.0,33.7,15.5,2010
2938,401-500,Jilin University,11-22,,0.0,0.0,0.0,5.2,40.9,11.3,2010
2939,401-500,Kent State University,138-154,,0.0,0.0,7.2,11.5,23.6,13.5,2010
2940,401-500,King Fahd University of Petroleum & Minerals,2,,0.0,0.0,21.0,0.0,18.2,12.1,2010
2941,401-500,Kyung Hee University,8-10,,0.0,0.0,0.0,1.5,34.8,15.2,2010
2942,401-500,Kyungpook National University,8-10,,0.0,0.0,0.0,4.0,34.8,15.2,2010
2943,401-500,La Trobe University,14-17,,0.0,0.0,7.2,6.3,25.8,16.9,2010
2944,401-500,Lanzhou University,11-22,,0.0,0.0,0.0,6.4,35.4,16.6,2010
2945,401-500,Lehigh University,138-154,,0.0,0.0,12.5,8.3,20.9,17.1,2010
2946,401-500,Linkoping University,11,,0.0,0.0,7.2,2.1,32.1,15.4,2010
2947,401-500,Massey University,3-5,,0.0,0.0,10.2,4.0,25.9,14.6,2010
2948,401-500,Medical College of Wisconsin,138-154,,0.0,0.0,7.2,7.1,28.1,11.6,2010
2949,401-500,Montana State University - Bozeman,138-154,,0.0,0.0,7.2,10.4,20.3,14.0,2010
2950,401-500,Nankai University,11-22,,0.0,0.0,0.0,7.9,35.5,13.7,2010
2951,401-500,National Central University,5-7,,0.0,0.0,0.0,8.5,31.1,18.3,2010
2952,401-500,National Yang Ming University,5-7,,0.0,0.0,0.0,7.6,29.7,22.2,2010
2953,401-500,Nihon University,18-25,,0.0,0.0,7.2,6.2,27.0,12.5,2010
2954,401-500,Niigata University,18-25,,0.0,0.0,12.5,4.7,25.2,15.5,2010
2955,401-500,Northeastern University,138-154,,0.0,0.0,7.2,10.2,26.0,15.3,2010
2956,401-500,Ohio University,138-154,,15.1,0.0,0.0,9.1,23.0,12.4,2010
2957,401-500,Osaka Prefecture University,18-25,,0.0,0.0,10.2,6.8,21.8,10.9,2010
2958,401-500,Polytechnic University of Turin,14-22,,0.0,0.0,14.4,0.0,28.3,15.1,2010
2959,401-500,Portland State University,138-154,,0.0,0.0,10.2,7.6,19.5,13.5,2010
2960,401-500,Pusan National University,8-10,,0.0,0.0,0.0,7.6,34.4,15.4,2010
2961,401-500,Southeast University,11-22,,0.0,0.0,0.0,4.7,35.9,13.2,2010
2962,401-500,Swinburne University of Technology,14-17,,0.0,0.0,10.2,9.5,18.3,18.9,2010
2963,401-500,Technical University of Braunschweig,34-39,,14.1,0.0,7.2,6.8,23.4,11.9,2010
2964,401-500,The University of Connecticut Health Center,138-154,,0.0,0.0,10.2,8.9,22.1,16.6,2010
2965,401-500,The University of Texas at San Antonio,138-154,,0.0,0.0,7.2,9.2,21.8,14.0,2010
2966,401-500,The University of Tokushima,18-25,,0.0,0.0,10.2,8.6,23.2,16.8,2010
2967,401-500,Tianjin University,11-22,,0.0,0.0,0.0,3.3,34.8,13.3,2010
2968,401-500,Tokyo University of Agriculture and Technology,18-25,,0.0,0.0,7.2,3.3,23.6,19.7,2010
2969,401-500,University College Cork,3,,0.0,0.0,16.1,6.3,22.3,12.3,2010
2970,401-500,University of Arkansas at Little Rock,138-154,,0.0,0.0,7.2,6.0,26.3,19.0,2010
2971,401-500,University of Bari,14-22,,0.0,0.0,0.0,7.6,30.7,13.5,2010
2972,401-500,University of Bayreuth,34-39,,0.0,0.0,7.2,13.3,24.6,12.6,2010
2973,401-500,University of Canterbury,3-5,,0.0,0.0,7.2,7.3,24.0,17.6,2010
2974,401-500,University of Chile,1-2,,9.2,0.0,0.0,4.5,32.1,14.4,2010
2975,401-500,University of Eastern Finland,4-6,,0.0,0.0,7.2,5.8,30.1,13.8,2010
2976,401-500,University of Essex,36-38,,15.1,0.0,7.2,2.6,20.6,16.2,2010
2977,401-500,University of Ferrara,14-22,,0.0,0.0,10.2,6.9,25.7,16.7,2010
